FICE	College_name	State	Type	Average_salary_full_professors	Average_salary_associate_professors	Average_salary_assistant_professors	Average_salary_all_ranks	Average_compensation_full_professor	Average_compensation_associate_professors	Average_compensation_assistant_professors	Average_compensation_all_ranks	Number_of_full_professors	Number_of_associate_professors	Number_of_assistant_professors	Number_of_instructors	Number_of_faculty_all_ranks	DBpedia_URL	label_salary	label_comp	id
2791.0	Pace University	NY	IIA	685	513	436.0	576.0	851	643	556.0	720.0	187.0	124.0	77.0	3.0	397.0	http://dbpedia.org/resource/Pace_University	high	high	597.0
2803.0	Rensselaer Polytechnic Institute	NY	I	750	548	475.0	640.0	922	703	601.0	799.0	190.0	118.0	61.0	0.0	369.0	http://dbpedia.org/resource/Rensselaer_Polytechnic_Institute	high	high	598.0
2814.0	Skidmore College	NY	IIB	642	492	397.0	498.0	831	639	516.0	646.0	42.0	69.0	48.0	5.0	164.0	http://dbpedia.org/resource/Skidmore_College	medium	high	601.0
2816.0	Siena College	NY	IIB	515	429	357.0	434.0	667	567	474.0	570.0	52.0	53.0	49.0	1.0	155.0	http://dbpedia.org/resource/Siena_College	medium	medium	602.0
2820.0	St. Francis College	NY	IIB	543	466	350.0	446.0	689	607	457.0	573.0	22.0	14.0	14.0	7.0	57.0	http://dbpedia.org/resource/St._Francis'_College	medium	medium	603.0
2821.0	St. John Fisher College	NY	IIB	513	427	376.0	432.0	635	512	451.0	524.0	29.0	40.0	36.0	1.0	106.0	http://dbpedia.org/resource/St._John_Fisher_College	medium	medium	604.0
2825.0	Saint Joseph's College	NY	IIB	495	398	349.0	372.0	584	478	419.0	446.0	12.0	15.0	46.0	8.0	81.0	http://dbpedia.org/resource/Saint_Joseph's_College_(Indiana)	medium	medium	605.0
2829.0	St. Lawrence University	NY	IIB	627	473	366.0	488.0	799	613	472.0	627.0	50.0	56.0	40.0	7.0	153.0	http://dbpedia.org/resource/St._Lawrence_University	medium	high	606.0
2832.0	St. Thomas Aquinas College	NY	IIB	510	408	374.0	419.0	617	526	454.0	515.0	18.0	16.0	26.0	3.0	63.0	http://dbpedia.org/resource/St._Thomas_Aquinas_College	medium	medium	607.0
2838.0	SUNY at Stony Brook	NY	I	755	534	414.0	589.0	961	688	526.0	751.0	346.0	216.0	183.0	24.0	801.0	http://dbpedia.org/resource/Stony_Brook_University	high	high	609.0
2842.0	SUNY College at Buffalo	NY	IIA	536	433	359.0	444.0	693	560	464.0	573.0	144.0	157.0	88.0	3.0	424.0	http://dbpedia.org/resource/Buffalo_State_College	medium	medium	610.0
2847.0	SUNY College at Oneonta	NY	IIA	539	428	362.0	440.0	705	557	467.0	571.0	93.0	78.0	81.0	1.0	267.0	http://dbpedia.org/resource/State_University_of_New_York_at_Oneonta	medium	medium	612.0
2882.0	Syracuse University	NY	I	648	475	394.0	526.0	851	645	528.0	701.0	371.0	301.0	205.0	10.0	891.0	http://dbpedia.org/resource/Syracuse_University	high	high	614.0
2889.0	Union College	NY	IIA	638	508	399.0	512.0	841	677	501.0	667.0	60.0	50.0	54.0	9.0	173.0	http://dbpedia.org/resource/Union_College	high	high	615.0
2894.0	University of Rochester	NY	I	747	520	434.0	611.0	895	626	520.0	733.0	252.0	130.0	110.0	7.0	508.0	http://dbpedia.org/resource/University_of_Rochester	high	high	616.0
2899.0	Wagner College	NY	IIB	457	366	326.0	368.0	587	477	438.0	483.0	20.0	17.0	31.0	4.0	72.0	http://dbpedia.org/resource/Wagner_College	medium	medium	618.0
4804.0	New York Institute of Technology	NY	IIA	569	492	410.0	491.0	726	642	546.0	639.0	68.0	106.0	43.0	11.0	228.0	http://dbpedia.org/resource/New_York_Institute_of_Technology	medium	high	621.0
7109.0	SUNY College at Old Westbury	NY	IIB	592	480	374.0	466.0	758	616	485.0	599.0	36.0	42.0	40.0	8.0	127.0	http://dbpedia.org/resource/State_University_of_New_York_at_Old_Westbury	medium	high	622.0
3014.0	Baldwin-Wallace College	OH	IIB	530	431	360.0	464.0	662	552	464.0	587.0	74.0	39.0	35.0	0.0	148.0	http://dbpedia.org/resource/Baldwin%E2%80%93Wallace_College	medium	medium	627.0
3016.0	Bluffton College	OH	IIB	368	309	272.0	312.0	466	389	347.0	399.0	16.0	13.0	19.0	1.0	49.0	http://dbpedia.org/resource/Bluffton_University	low	low	628.0
3023.0	Capital University	OH	IIA	563	405	334.0	424.0	704	540	429.0	543.0	54.0	36.0	57.0	11.0	158.0	http://dbpedia.org/resource/Capital_University	medium	medium	629.0
3032.0	Cleveland State University	OH	IIA	611	459	390.0	486.0	750	575	495.0	606.0	166.0	223.0	128.0	14.0	531.0	http://dbpedia.org/resource/Cleveland_State_University	medium	high	630.0
3045.0	University of Findlay	OH	IIB	417	370	301.0	330.0	526	470	369.0	413.0	18.0	29.0	51.0	7.0	115.0	http://dbpedia.org/resource/University_of_Findlay	low	low	636.0
3046.0	Franklin University	OH	IIB	*	*	?	345.0	*	*	?	438.0	0.0	0.0	0.0	0.0	39.0	http://dbpedia.org/resource/Franklin_University	low	low	637.0
3065.0	Kenyon College	OH	IIB	608	439	381.0	480.0	777	552	475.0	608.0	49.0	36.0	38.0	8.0	131.0	http://dbpedia.org/resource/Kenyon_College	medium	high	641.0
3072.0	Malone College	OH	IIB	410	352	306.0	343.0	515	441	383.0	432.0	20.0	18.0	26.0	4.0	70.0	http://dbpedia.org/resource/Malone_College_(Northern_Ireland)	low	low	643.0
3085.0	Notre Dame College of Ohio	OH	IIB	*	294	269.0	290.0	*	346	318.0	340.0	5.0	9.0	15.0	0.0	29.0	http://dbpedia.org/resource/Notre_Dame_College	low	low	646.0
3086.0	Oberlin College	OH	IIB	588	454	385.0	507.0	789	605	491.0	673.0	121.0	69.0	43.0	6.0	239.0	http://dbpedia.org/resource/Oberlin_College	high	high	647.0
3089.0	Ohio Northern University	OH	IIB	511	431	371.0	437.0	639	546	465.0	550.0	55.0	53.0	39.0	8.0	155.0	http://dbpedia.org/resource/Ohio_Northern_University	medium	medium	648.0
3121.0	Tiffin University	OH	IIB	485	379	334.0	379.0	593	470	410.0	466.0	6.0	7.0	14.0	0.0	27.0	http://dbpedia.org/resource/Tiffin_University	medium	medium	651.0
3127.0	University of Dayton	OH	IIA	590	479	392.0	482.0	765	616	495.0	618.0	123.0	159.0	130.0	7.0	419.0	http://dbpedia.org/resource/University_of_Dayton	medium	high	652.0
3131.0	University of Toledo	OH	I	608	457	379.0	486.0	750	572	481.0	607.0	217.0	152.0	167.0	20.0	556.0	http://dbpedia.org/resource/University_of_Toledo	medium	high	653.0
3134.0	Ursuline College	OH	IIB	413	350	297.0	306.0	476	410	361.0	363.0	8.0	10.0	20.0	24.0	62.0	http://dbpedia.org/resource/Ursuline_College	low	low	655.0
3145.0	Youngstown State University	OH	IIA	591	450	362.0	481.0	723	562	461.0	597.0	204.0	116.0	106.0	33.0	459.0	http://dbpedia.org/resource/Youngstown_State_University	medium	high	660.0
7104.0	Miami University	OH	I	616	474	376.0	478.0	797	614	487.0	619.0	258.0	225.0	219.0	60.0	763.0	http://dbpedia.org/resource/Miami_University	medium	high	661.0
8795.0	Antioch University	OH	IIA	441	348	300.0	316.0	571	457	398.0	418.0	30.0	15.0	17.0	3.0	162.0	http://dbpedia.org/resource/Antioch_University	low	low	662.0
9168.0	Wright State University	OH	IIA	642	468	385.0	465.0	781	580	485.0	576.0	126.0	176.0	132.0	45.0	493.0	http://dbpedia.org/resource/Wright_State_University	medium	medium	663.0
12748.0	Shawnee State University	OH	IIB	510	439	368.0	411.0	658	563	502.0	537.0	15.0	54.0	35.0	15.0	119.0	http://dbpedia.org/resource/Shawnee_State_University	medium	medium	664.0
3150.0	Cameron University	OK	IIB	426	360	329.0	345.0	531	452	415.0	434.0	44.0	35.0	63.0	34.0	177.0	http://dbpedia.org/resource/Cameron_University	low	low	665.0
3154.0	East Central University	OK	IIB	453	407	352.0	378.0	538	488	429.0	456.0	39.0	31.0	64.0	23.0	158.0	http://dbpedia.org/resource/East_Central_University	medium	medium	667.0
3157.0	Langston University	OK	IIB	459	375	313.0	342.0	545	454	383.0	415.0	12.0	31.0	34.0	29.0	108.0	http://dbpedia.org/resource/Langston_University	low	low	668.0
3164.0	Oklahoma Baptist University	OK	IIB	379	335	282.0	317.0	467	420	359.0	399.0	22.0	33.0	42.0	5.0	102.0	http://dbpedia.org/resource/Oklahoma_Baptist_University	low	low	669.0
3170.0	Oklahoma State University	OK	I	532	409	373.0	449.0	655	509	460.0	555.0	342.0	247.0	181.0	11.0	794.0	http://dbpedia.org/resource/Oklahoma_State_University_Center_for_Health_Sciences	medium	medium	670.0
3175.0	Phillips University	OK	IIB	365	315	273.0	317.0	438	381	327.0	381.0	16.0	10.0	15.0	1.0	42.0	http://dbpedia.org/resource/Phillips_University	low	low	671.0
1339.0	Western Baptist College	OR	IIB	*	308	252.0	285.0	*	451	340.0	388.0	3.0	7.0	7.0	5.0	22.0	http://dbpedia.org/resource/Corban_University	low	low	674.0
3198.0	Linfield College	OR	IIB	481	377	319.0	397.0	650	522	448.0	546.0	47.0	47.0	31.0	4.0	129.0	http://dbpedia.org/resource/Linfield_College	medium	medium	679.0
3208.0	Northwest Christian College	OR	IIB	*	*	?	292.0	*	*	?	409.0	4.0	5.0	2.0	0.0	11.0	http://dbpedia.org/resource/Northwest_Christian_University	low	low	680.0
3210.0	Oregon State University	OR	I	597	473	400.0	475.0	762	615	522.0	615.0	206.0	209.0	133.0	46.0	622.0	http://dbpedia.org/resource/Oregon_State_University	medium	high	682.0
3211.0	Oregon Institute of Technology	OR	IIB	500	441	391.0	438.0	648	574	512.0	572.0	38.0	32.0	32.0	7.0	109.0	http://dbpedia.org/resource/Oregon_Institute_of_Technology	medium	medium	683.0
3212.0	Pacific University	OR	IIA	441	381	341.0	370.0	561	469	421.0	461.0	28.0	32.0	41.0	7.0	108.0	http://dbpedia.org/resource/Pacific_University	medium	medium	684.0
3216.0	Portland State University	OR	I	544	437	382.0	474.0	693	564	498.0	609.0	205.0	113.0	77.0	16.0	411.0	http://dbpedia.org/resource/Portland_State_University	medium	high	685.0
3219.0	Southern Oregon State College	OR	IIA	460	371	315.0	393.0	598	491	417.0	517.0	72.0	49.0	25.0	12.0	161.0	http://dbpedia.org/resource/Southern_Oregon_University	medium	medium	687.0
3227.0	Willamette University	OR	IIB	596	390	345.0	478.0	758	524	466.0	621.0	69.0	43.0	28.0	4.0	145.0	http://dbpedia.org/resource/Willamette_University	medium	high	691.0
3230.0	Allegheny College	PA	IIB	576	414	332.0	415.0	744	537	418.0	532.0	36.0	46.0	54.0	8.0	144.0	http://dbpedia.org/resource/Allegheny_College	medium	medium	693.0
3233.0	Alvernia College	PA	IIB	402	315	295.0	303.0	506	370	347.0	361.0	7.0	12.0	30.0	11.0	60.0	http://dbpedia.org/resource/Alvernia_University	low	low	694.0
3235.0	Beaver College	PA	IIA	496	405	353.0	381.0	652	532	462.0	500.0	12.0	20.0	32.0	2.0	68.0	http://dbpedia.org/resource/Arcadia_University	medium	medium	695.0
3238.0	Bucknell University	PA	IIA	658	497	415.0	528.0	840	637	542.0	678.0	84.0	85.0	73.0	1.0	243.0	http://dbpedia.org/resource/Bucknell_University	high	high	697.0
3241.0	Cabrini College	PA	IIB	471	*	354.0	398.0	597	*	448.0	503.0	15.0	5.0	18.0	3.0	41.0	http://dbpedia.org/resource/Cabrini_College	medium	medium	698.0
3242.0	Carnegie-Mellon University	PA	I	829	566	499.0	678.0	994	691	617.0	820.0	256.0	138.0	125.0	4.0	523.0	http://dbpedia.org/resource/Carnegie_Mellon_University	high	high	699.0
3244.0	Chatham College	PA	IIB	492	397	323.0	394.0	628	503	407.0	500.0	13.0	12.0	16.0	2.0	43.0	http://dbpedia.org/resource/Chatham_University	medium	medium	701.0
3245.0	Chestnut Hill College	PA	IIB	*	322	277.0	311.0	*	400	348.0	391.0	5.0	10.0	18.0	4.0	37.0	http://dbpedia.org/resource/Chestnut_Hill_College	low	low	702.0
3247.0	College Misericordia	PA	IIB	493	425	346.0	377.0	578	508	420.0	455.0	9.0	22.0	48.0	5.0	84.0	http://dbpedia.org/resource/Misericordia_University	medium	medium	703.0
3253.0	Dickinson College	PA	IIB	622	468	380.0	466.0	797	601	478.0	593.0	35.0	47.0	51.0	7.0	144.0	http://dbpedia.org/resource/Dickinson_College	medium	medium	704.0
3256.0	Drexel University	PA	I	674	496	459.0	568.0	843	619	570.0	709.0	153.0	114.0	73.0	0.0	341.0	http://dbpedia.org/resource/Drexel_University	high	high	705.0
3258.0	Duquesne University	PA	IIA	602	469	393.0	475.0	753	597	497.0	601.0	98.0	97.0	113.0	28.0	336.0	http://dbpedia.org/resource/Duquesne_University	medium	high	706.0
3262.0	Elizabethtown College	PA	IIB	552	456	371.0	448.0	718	581	465.0	571.0	30.0	39.0	26.0	6.0	105.0	http://dbpedia.org/resource/Elizabethtown_College	medium	medium	708.0
3267.0	Geneva College	PA	IIB	416	366	312.0	366.0	527	475	402.0	469.0	17.0	17.0	16.0	0.0	50.0	http://dbpedia.org/resource/Geneva_College	medium	medium	710.0
3268.0	Gettysburg College	PA	IIB	627	475	400.0	485.0	820	630	516.0	637.0	38.0	65.0	28.0	20.0	151.0	http://dbpedia.org/resource/Gettysburg_College	medium	high	711.0
3275.0	Holy Family College	PA	IIB	480	395	335.0	364.0	599	504	432.0	465.0	12.0	14.0	33.0	16.0	75.0	http://dbpedia.org/resource/Holy_Family_University	medium	medium	714.0
3276.0	Immaculata College	PA	IIB	451	406	310.0	385.0	572	521	399.0	492.0	10.0	8.0	8.0	2.0	28.0	http://dbpedia.org/resource/Immaculata_University	medium	medium	715.0
3277.0	Indiana University of Penn.	PA	IIA	675	541	425.0	546.0	859	708	571.0	711.0	243.0	201.0	173.0	41.0	658.0	http://dbpedia.org/resource/Indiana_University_of_Pennsylvania	high	high	716.0
3278.0	Thomas Jefferson University	PA	IIA	*	505	428.0	441.0	*	678	558.0	578.0	5.0	9.0	24.0	18.0	59.0	http://dbpedia.org/resource/Thomas_Jefferson_University	medium	medium	717.0
3279.0	Juniata College	PA	IIB	488	391	316.0	419.0	634	497	427.0	545.0	36.0	20.0	16.0	2.0	74.0	http://dbpedia.org/resource/Juniata_College	medium	medium	718.0
3282.0	King's College	PA	IIB	498	427	354.0	409.0	641	548	444.0	520.0	22.0	28.0	45.0	0.0	95.0	http://dbpedia.org/resource/King's_College_London	medium	medium	719.0
3287.0	La Salle University	PA	IIA	585	482	426.0	470.0	733	616	543.0	597.0	30.0	80.0	95.0	4.0	209.0	http://dbpedia.org/resource/La_Salle_University	medium	high	721.0
3288.0	Lebanon Valley College	PA	IIB	472	401	362.0	419.0	593	512	466.0	531.0	28.0	21.0	17.0	1.0	67.0	http://dbpedia.org/resource/Lebanon_Valley_College	medium	medium	722.0
3290.0	Lincoln University	PA	IIB	516	400	348.0	393.0	628	492	433.0	486.0	22.0	26.0	18.0	12.0	87.0	http://dbpedia.org/resource/Lincoln_University_(Pennsylvania)	medium	medium	724.0
3293.0	Lycoming College	PA	IIB	502	436	352.0	395.0	656	575	442.0	507.0	16.0	26.0	33.0	11.0	86.0	http://dbpedia.org/resource/Lycoming_College	medium	medium	725.0
3296.0	Marywood College	PA	IIA	514	429	356.0	412.0	635	524	443.0	508.0	25.0	41.0	52.0	3.0	121.0	http://dbpedia.org/resource/Marywood_University	medium	medium	726.0
3298.0	Messiah College	PA	IIB	481	400	351.0	393.0	621	514	446.0	505.0	34.0	37.0	45.0	15.0	131.0	http://dbpedia.org/resource/Messiah_College	medium	medium	728.0
3304.0	Muhlenberg College	PA	IIB	589	432	359.0	449.0	809	568	463.0	600.0	36.0	31.0	37.0	2.0	115.0	http://dbpedia.org/resource/Muhlenberg_College	medium	high	730.0
3313.0	Widener University	PA	IIA	670	556	439.0	529.0	870	714	567.0	683.0	60.0	136.0	88.0	18.0	309.0	http://dbpedia.org/resource/Widener_University	high	high	731.0
3317.0	Cheyney University of Penn.	PA	IIA	692	554	379.0	550.0	884	732	530.0	725.0	35.0	35.0	21.0	7.0	98.0	http://dbpedia.org/resource/Cheyney_University_of_Pennsylvania	high	high	734.0
3320.0	East Stroudsburg University	PA	IIA	676	531	415.0	526.0	858	696	556.0	686.0	95.0	72.0	85.0	20.0	272.0	http://dbpedia.org/resource/East_Stroudsburg_University_of_Pennsylvania	high	high	735.0
3321.0	Edinboro University of Penn.	PA	IIA	676	545	424.0	516.0	870	714	570.0	679.0	111.0	86.0	169.0	26.0	392.0	http://dbpedia.org/resource/Edinboro_University_of_Pennsylvania	high	high	736.0
3322.0	Kutztown University of Penn.	PA	IIA	669	544	418.0	528.0	847	707	558.0	685.0	119.0	117.0	122.0	25.0	383.0	http://dbpedia.org/resource/Kutztown_University_of_Pennsylvania	high	high	737.0
3325.0	Millersville University of Penn.	PA	IIA	660	552	429.0	549.0	842	723	576.0	716.0	117.0	97.0	100.0	6.0	320.0	http://dbpedia.org/resource/Millersville_University_of_Pennsylvania	high	high	740.0
3326.0	Shippensburg University	PA	IIA	673	545	425.0	573.0	848	706	567.0	735.0	148.0	67.0	83.0	3.0	301.0	http://dbpedia.org/resource/Shippensburg_University_of_Pennsylvania	high	high	741.0
3327.0	Slippery Rock University of Penn.	PA	IIA	675	532	431.0	537.0	836	670	552.0	676.0	127.0	104.0	138.0	11.0	380.0	http://dbpedia.org/resource/Slippery_Rock_University_of_Pennsylvania	high	high	742.0
3328.0	West Chester University of Penn.	PA	IIA	667	540	431.0	533.0	821	680	554.0	671.0	136.0	163.0	176.0	8.0	483.0	http://dbpedia.org/resource/West_Chester_University_of_Pennsylvania	high	high	743.0
3357.0	Point Park College	PA	IIB	411	331	290.0	357.0	519	430	363.0	452.0	33.0	19.0	17.0	1.0	73.0	http://dbpedia.org/resource/Point_Park_University	medium	medium	744.0
3362.0	Seton Hill College	PA	IIB	489	380	329.0	368.0	575	479	403.0	453.0	7.0	23.0	24.0	1.0	56.0	http://dbpedia.org/resource/Seton_Hill_University	medium	medium	746.0
3366.0	Saint Francis College	PA	IIB	472	392	323.0	375.0	573	481	403.0	463.0	20.0	14.0	24.0	8.0	66.0	http://dbpedia.org/resource/Saint_Francis_University	medium	medium	747.0
3367.0	St. Joseph's University	PA	IIA	594	484	427.0	487.0	764	628	539.0	623.0	39.0	50.0	63.0	2.0	154.0	http://dbpedia.org/resource/University_of_St._Joseph's_College	medium	high	748.0
3368.0	Saint Vincent College	PA	IIB	436	399	317.0	363.0	603	540	406.0	481.0	14.0	20.0	20.0	10.0	64.0	http://dbpedia.org/resource/Saint_Vincent_College	medium	medium	749.0
3369.0	Susquehanna University	PA	IIB	534	420	359.0	422.0	661	519	443.0	521.0	25.0	26.0	33.0	5.0	89.0	http://dbpedia.org/resource/Susquehanna_University	medium	medium	750.0
3370.0	Swarthmore College	PA	IIB	704	519	417.0	562.0	868	651	526.0	699.0	68.0	44.0	47.0	2.0	163.0	http://dbpedia.org/resource/Swarthmore_College	high	high	751.0
3371.0	Temple University	PA	I	736	579	454.0	606.0	913	724	568.0	755.0	490.0	332.0	291.0	37.0	1150.0	http://dbpedia.org/resource/Temple_University	high	high	752.0
3378.0	University of Pennsylvania	PA	I	881	622	532.0	744.0	1086	831	712.0	945.0	541.0	240.0	212.0	0.0	993.0	http://dbpedia.org/resource/University_of_Pennsylvania	high	high	754.0
3379.0	University of Pittsburgh	PA	I	736	516	421.0	547.0	910	653	537.0	688.0	427.0	402.0	373.0	63.0	1325.0	http://dbpedia.org/resource/University_of_Pittsburgh	high	high	755.0
3384.0	University of Scranton	PA	IIA	565	479	437.0	475.0	736	632	571.0	621.0	51.0	86.0	95.0	5.0	242.0	http://dbpedia.org/resource/University_of_Scranton	medium	high	756.0
3385.0	Ursinus College	PA	IIB	528	419	354.0	434.0	686	547	458.0	563.0	32.0	28.0	29.0	2.0	91.0	http://dbpedia.org/resource/Ursinus_College	medium	medium	757.0
3389.0	Washington & Jefferson College	PA	IIB	549	480	373.0	473.0	689	608	494.0	602.0	33.0	29.0	18.0	7.0	87.0	http://dbpedia.org/resource/Washington_&_Jefferson_College	medium	high	759.0
3392.0	Westminster College	PA	IIB	497	410	337.0	423.0	603	498	394.0	508.0	47.0	12.0	24.0	10.0	93.0	http://dbpedia.org/resource/Westminster_College_(Pennsylvania)	medium	medium	761.0
3396.0	Wilson College	PA	IIB	322	314	269.0	294.0	402	366	315.0	350.0	8.0	9.0	12.0	3.0	32.0	http://dbpedia.org/resource/Wilson_College_(Pennsylvania)	low	low	763.0
3399.0	York College of Pennsylvania	PA	IIB	615	512	414.0	464.0	809	664	537.0	603.0	13.0	32.0	67.0	1.0	113.0	http://dbpedia.org/resource/York_College_of_Pennsylvania	medium	high	764.0
3987.0	La Roche College	PA	IIB	433	364	302.0	351.0	518	438	355.0	419.0	11.0	12.0	21.0	0.0	44.0	http://dbpedia.org/resource/La_Roche_College	medium	low	765.0
9235.0	Clarion University of Penn.	PA	IIA	649	539	419.0	517.0	824	694	549.0	665.0	100.0	92.0	110.0	22.0	324.0	http://dbpedia.org/resource/Clarion_University_of_Pennsylvania	high	high	767.0
3401.0	Brown University	RI	I	752	515	433.0	625.0	956	659	554.0	797.0	286.0	100.0	111.0	0.0	514.0	http://dbpedia.org/resource/Brown_University	high	high	768.0
3402.0	Bryant College	RI	IIB	632	582	502.0	556.0	812	746	629.0	709.0	40.0	43.0	45.0	0.0	135.0	http://dbpedia.org/resource/Bryant_University	high	high	769.0
3406.0	Providence College	RI	IIA	633	526	418.0	489.0	827	712	544.0	646.0	43.0	68.0	93.0	15.0	219.0	http://dbpedia.org/resource/Providence_College	medium	high	770.0
3407.0	Rhode Island College	RI	IIA	518	442	381.0	453.0	675	581	504.0	594.0	125.0	101.0	96.0	1.0	323.0	http://dbpedia.org/resource/Rhode_Island_College	medium	medium	771.0
3411.0	Salve Regina University	RI	IIA	495	397	327.0	385.0	620	496	406.0	481.0	29.0	43.0	37.0	14.0	124.0	http://dbpedia.org/resource/Salve_Regina_University	medium	medium	772.0
3420.0	Benedict College	SC	IIB	320	260	241.0	257.0	381	311	289.0	308.0	21.0	10.0	29.0	18.0	78.0	http://dbpedia.org/resource/Benedict_College	low	low	775.0
3422.0	Central Wesleyan College	SC	IIB	293	247	214.0	264.0	366	311	261.0	329.0	20.0	7.0	9.0	0.0	36.0	http://dbpedia.org/resource/Southern_Wesleyan_University	low	low	776.0
3425.0	Clemson University	SC	I	602	441	375.0	466.0	728	544	465.0	571.0	296.0	224.0	191.0	42.0	801.0	http://dbpedia.org/resource/Clemson_University	medium	medium	777.0
3427.0	Coker College	SC	IIB	425	359	318.0	358.0	521	425	378.0	430.0	14.0	9.0	18.0	2.0	43.0	http://dbpedia.org/resource/Coker_College	medium	low	778.0
3428.0	College of Charleston	SC	IIA	475	410	320.0	374.0	581	505	399.0	462.0	68.0	102.0	118.0	32.0	320.0	http://dbpedia.org/resource/College_of_Charleston	medium	medium	779.0
3430.0	Columbia College	SC	IIB	415	355	330.0	358.0	515	441	402.0	442.0	23.0	25.0	15.0	9.0	76.0	http://dbpedia.org/resource/Columbia_College_Chicago	medium	low	780.0
3431.0	Converse College	SC	IIB	467	384	317.0	372.0	582	495	402.0	473.0	12.0	31.0	23.0	3.0	69.0	http://dbpedia.org/resource/Converse_College	medium	medium	781.0
3432.0	Erskine College	SC	IIB	420	*	297.0	355.0	527	*	366.0	444.0	19.0	5.0	14.0	2.0	40.0	http://dbpedia.org/resource/Erskine_College	medium	low	782.0
3435.0	Lander University	SC	IIB	453	381	343.0	380.0	557	472	427.0	470.0	34.0	31.0	41.0	4.0	114.0	http://dbpedia.org/resource/Lander_University	medium	medium	784.0
3440.0	Newberry College	SC	IIB	351	290	243.0	287.0	411	344	290.0	339.0	11.0	19.0	11.0	5.0	46.0	http://dbpedia.org/resource/Newberry_College	low	low	787.0
3446.0	South Carolina State College	SC	IIB	458	379	307.0	350.0	561	467	382.0	432.0	59.0	58.0	77.0	36.0	255.0	http://dbpedia.org/resource/South_Carolina_State_University	medium	low	789.0
3448.0	University of South Carolina	SC	I	585	436	385.0	475.0	705	532	472.0	577.0	417.0	335.0	194.0	60.0	1034.0	http://dbpedia.org/resource/University_of_South_Carolina	medium	medium	790.0
3451.0	Coastal Carolina University	SC	IIB	437	377	314.0	340.0	535	464	389.0	419.0	23.0	43.0	49.0	28.0	143.0	http://dbpedia.org/resource/Coastal_Carolina_University	low	low	792.0
3455.0	Voorhees College	SC	IIB	*	*	254.0	233.0	*	*	287.0	265.0	1.0	3.0	12.0	14.0	30.0	http://dbpedia.org/resource/Voorhees_College	low	low	793.0
9226.0	Francis Marion University	SC	IIB	476	394	328.0	387.0	585	488	410.0	480.0	64.0	37.0	40.0	25.0	166.0	http://dbpedia.org/resource/Francis_Marion_University	medium	medium	796.0
3458.0	Augustana College	SD	IIB	434	382	322.0	364.0	576	519	429.0	487.0	34.0	22.0	45.0	7.0	108.0	http://dbpedia.org/resource/Augustana_College_(Illinois)	medium	medium	797.0
3459.0	Black Hills State University	SD	IIB	410	341	303.0	329.0	487	409	366.0	396.0	24.0	13.0	50.0	11.0	98.0	http://dbpedia.org/resource/Black_Hills_State_University	low	low	798.0
3463.0	Dakota State University	SD	IIB	469	357	349.0	351.0	554	427	419.0	420.0	9.0	11.0	24.0	12.0	56.0	http://dbpedia.org/resource/Dakota_State_University	medium	low	800.0
3466.0	Northern State University	SD	IIA	417	333	297.0	337.0	498	402	362.0	407.0	27.0	30.0	35.0	12.0	104.0	http://dbpedia.org/resource/Northern_State_University	low	low	801.0
10300.0	University of South Dakota	SD	I	480	364	340.0	362.0	570	438	410.0	436.0	88.0	75.0	134.0	55.0	352.0	http://dbpedia.org/resource/University_of_South_Dakota	medium	low	803.0
3478.0	Austin Peay State University	TN	IIA	482	362	314.0	374.0	581	445	390.0	458.0	86.0	47.0	102.0	17.0	252.0	http://dbpedia.org/resource/Austin_Peay_State_University	medium	medium	804.0
3479.0	Belmont University	TN	IIA	484	372	315.0	382.0	573	445	377.0	455.0	42.0	54.0	45.0	7.0	148.0	http://dbpedia.org/resource/Belmont_University	medium	medium	805.0
3480.0	Bethel College	TN	IIB	287	*	255.0	262.0	345	*	307.0	323.0	9.0	4.0	9.0	5.0	27.0	http://dbpedia.org/resource/Bethel_College_(Kansas)	low	low	806.0
3481.0	Carson-Newman College	TN	IIB	393	334	286.0	324.0	475	405	339.0	390.0	32.0	33.0	41.0	11.0	117.0	http://dbpedia.org/resource/Carson%E2%80%93Newman_College	low	low	807.0
3490.0	Fisk University	TN	IIB	383	369	269.0	319.0	451	437	314.0	375.0	17.0	19.0	17.0	2.0	65.0	http://dbpedia.org/resource/Fisk_University	low	low	809.0
3492.0	Freed-Hardeman University	TN	IIB	382	326	271.0	305.0	454	401	346.0	374.0	16.0	23.0	20.0	9.0	69.0	http://dbpedia.org/resource/Freed%E2%80%93Hardeman_University	low	low	810.0
3498.0	Lambuth University	TN	IIB	316	288	283.0	294.0	405	380	363.0	379.0	15.0	9.0	16.0	2.0	42.0	http://dbpedia.org/resource/Lambuth_University	low	low	811.0
3500.0	Lee College	TN	IIB	350	320	284.0	297.0	431	407	334.0	360.0	12.0	20.0	29.0	13.0	74.0	http://dbpedia.org/resource/Lee_College	low	low	812.0
3509.0	Memphis State University	TN	I	558	425	376.0	443.0	674	522	464.0	542.0	264.0	194.0	193.0	71.0	722.0	http://dbpedia.org/resource/University_of_Memphis	medium	medium	814.0
3511.0	Milligan College	TN	IIB	398	334	291.0	347.0	465	404	337.0	410.0	21.0	16.0	15.0	0.0	52.0	http://dbpedia.org/resource/Milligan_College	low	low	815.0
3519.0	Rhodes College	TN	IIB	575	446	353.0	430.0	741	566	428.0	538.0	23.0	37.0	46.0	4.0	110.0	http://dbpedia.org/resource/Rhodes_College	medium	medium	816.0
