Movie	Release date	DBpedia_URL	Label	id	rating
Testosterone	9/10/2004 0:00	http://dbpedia.org/resource/Testosterone_(film)	bad	1101	34
The Back-up Plan	4/23/2010 0:00	http://dbpedia.org/resource/The_Back-up_Plan	bad	1102	34
The Black Stallion Returns	3/25/1983 0:00	http://dbpedia.org/resource/The_Black_Stallion_Returns	bad	1103	34
The Ledge	7/8/2011 0:00	http://dbpedia.org/resource/The_Ledge_(film)	bad	1104	34
The Messengers	2/2/2007 0:00	http://dbpedia.org/resource/The_Messengers_(film)	bad	1105	34
The Real Cancun	4/25/2003 0:00	http://dbpedia.org/resource/The_Real_Cancun	bad	1106	34
The Smurfs 2	7/31/2013 0:00	http://dbpedia.org/resource/The_Smurfs_2	bad	1107	34
The Waiting Game	2/25/2000 0:00	http://dbpedia.org/resource/The_Waiting_Game_(film)	bad	1108	34
Thr3e	1/5/2007 0:00	http://dbpedia.org/resource/Three_(2006_film)	bad	1109	34
Town & Country	4/27/2001 0:00	http://dbpedia.org/resource/Town_&_Country_(film)	bad	1110	34
Undead	7/1/2005 0:00	http://dbpedia.org/resource/Undead_(film)	bad	1111	34
Year One	6/19/2009 0:00	http://dbpedia.org/resource/Year_One_(film)	bad	1112	34
200 Cigarettes	2/26/1999 0:00	http://dbpedia.org/resource/200_Cigarettes	bad	1113	33
33 Postcards	5/17/2013 0:00	http://dbpedia.org/resource/33_Postcards	bad	1114	33
After Earth	5/31/2013 0:00	http://dbpedia.org/resource/After_Earth	bad	1115	33
Air America	8/10/1990 0:00	http://dbpedia.org/resource/Air_America_(film)	bad	1116	33
Anatomy	9/8/2000 0:00	http://dbpedia.org/resource/Anatomy_(film)	bad	1117	33
Awake	11/30/2007 0:00	http://dbpedia.org/resource/Awake_(film)	bad	1118	33
Bedtime Stories	12/25/2008 0:00	http://dbpedia.org/resource/Bedtime_Stories_(film)	bad	1119	33
Burning Palms	1/14/2011 0:00	http://dbpedia.org/resource/Burning_Palms_(film)	bad	1120	33
Cat Run	4/1/2011 0:00	http://dbpedia.org/resource/Cat_Run	bad	1121	33
Catch That Kid	2/6/2004 0:00	http://dbpedia.org/resource/Catch_That_Kid	bad	1122	33
Chill Factor	9/1/1999 0:00	http://dbpedia.org/resource/Chill_Factor_(film)	bad	1123	33
Code Name: The Cleaner	1/5/2007 0:00	http://dbpedia.org/resource/Code_Name:_The_Cleaner	bad	1124	33
Collateral Damage	2/8/2002 0:00	http://dbpedia.org/resource/Collateral_Damage_(film)	bad	1125	33
Dear Wendy	9/23/2005 0:00	http://dbpedia.org/resource/Dear_Wendy	bad	1126	33
Equilibrium	12/6/2002 0:00	http://dbpedia.org/resource/Equilibrium_(film)	bad	1127	33
Grave Encounters	9/9/2011 0:00	http://dbpedia.org/resource/Grave_Encounters	bad	1128	33
High School High	10/25/1996 0:00	http://dbpedia.org/resource/High_School_High	bad	1129	33
House of D	4/15/2005 0:00	http://dbpedia.org/resource/House_of_D	bad	1130	33
I Dreamed of Africa	5/5/2000 0:00	http://dbpedia.org/resource/I_Dreamed_of_Africa	bad	1131	33
Impostor	1/4/2002 0:00	http://dbpedia.org/resource/Impostor_(film)	bad	1132	33
In My Sleep	4/23/2010 0:00	http://dbpedia.org/resource/In_My_Sleep	bad	1133	33
Jonah Hex	6/18/2010 0:00	http://dbpedia.org/resource/Jonah_Hex_(film)	bad	1134	33
Just Go with It	2/11/2011 0:00	http://dbpedia.org/resource/Just_Go_with_It	bad	1135	33
Lara Croft: Tomb Raider	6/15/2001 0:00	http://dbpedia.org/resource/Lara_Croft:_Tomb_Raider	bad	1136	33
Leap Year	1/8/2010 0:00	http://dbpedia.org/resource/Leap_Year_(2010_film)	bad	1137	33
Let It Ride	8/18/1989 0:00	http://dbpedia.org/resource/Let_It_Ride_(film)	bad	1138	33
Losing Control	3/23/2012 0:00	http://dbpedia.org/resource/Losing_Control	bad	1139	33
Love Happens	9/18/2009 0:00	http://dbpedia.org/resource/Love_Happens	bad	1140	33
Mindhunters	5/13/2005 0:00	http://dbpedia.org/resource/Mindhunters	bad	1141	33
Miss Conception	6/6/2008 0:00	http://dbpedia.org/resource/Miss_Conception	bad	1142	33
New York Minute	5/7/2004 0:00	http://dbpedia.org/resource/New_York_Minute_(film)	bad	1143	33
Raise Your Voice	10/8/2004 0:00	http://dbpedia.org/resource/Raise_Your_Voice	bad	1144	33
Red Roses and Petrol	6/27/2008 0:00	http://dbpedia.org/resource/Red_Roses_and_Petrol	bad	1145	33
Repo Chick	1/14/2011 0:00	http://dbpedia.org/resource/Repo_Chick	bad	1146	33
Resident Evil	3/15/2002 0:00	http://dbpedia.org/resource/Resident_Evil_(film)	bad	1147	33
RV	4/28/2006 0:00	http://dbpedia.org/resource/RV_(film)	bad	1148	33
Shadowboxer	7/21/2006 0:00	http://dbpedia.org/resource/Shadowboxer	bad	1149	33
Skinwalkers	8/10/2007 0:00	http://dbpedia.org/resource/Skinwalkers_(2006_film)	bad	1150	33
Soul Plane	5/28/2004 0:00	http://dbpedia.org/resource/Soul_Plane	bad	1151	33
State Property 2	4/13/2005 0:00	http://dbpedia.org/resource/State_Property_2	bad	1152	33
Sucker Punch	3/25/2011 0:00	http://dbpedia.org/resource/Sucker_Punch_(2011_film)	bad	1153	33
Sunset Strip	8/11/2000 0:00	http://dbpedia.org/resource/Sunset_Strip_(film)	bad	1154	33
Superhero Movie	3/28/2008 0:00	http://dbpedia.org/resource/Superhero_Movie	bad	1155	33
The Amityville Horror	4/15/2005 0:00	http://dbpedia.org/resource/The_Amityville_Horror_(2005_film)	bad	1156	33
The Battle of Shaker Heights	8/22/2003 0:00	http://dbpedia.org/resource/The_Battle_of_Shaker_Heights	bad	1157	33
The Chaperone	2/18/2011 0:00	http://dbpedia.org/resource/The_Chaperone_(film)	bad	1158	33
The Dukes of Hazzard	8/5/2005 0:00	http://dbpedia.org/resource/The_Dukes_of_Hazzard_(film)	bad	1159	33
The Grudge 2	10/13/2006 0:00	http://dbpedia.org/resource/The_Grudge_2	bad	1160	33
The Haunting in Connecticut	3/27/2009 0:00	http://dbpedia.org/resource/The_Haunting_in_Connecticut	bad	1161	33
The Human Centipede (First Sequence)	4/28/2010 0:00	http://dbpedia.org/resource/The_Human_Centipede_(First_Sequence)	bad	1162	33
The Last Song	3/31/2010 0:00	http://dbpedia.org/resource/The_Last_Song_(film)	bad	1163	33
The Out-of-Towners	4/2/1999 0:00	http://dbpedia.org/resource/The_Out-of-Towners_(1999_film)	bad	1164	33
The Punisher	4/16/2004 0:00	http://dbpedia.org/resource/The_Punisher_(2004_film)	bad	1165	33
The Wedding Planner	1/26/2001 0:00	http://dbpedia.org/resource/The_Wedding_Planner	bad	1166	33
There Be Dragons	5/6/2011 0:00	http://dbpedia.org/resource/There_Be_Dragons	bad	1167	33
Trash Humpers	5/7/2010 0:00	http://dbpedia.org/resource/Trash_Humpers	bad	1168	33
Uptown Girls	8/15/2003 0:00	http://dbpedia.org/resource/Uptown_Girls	bad	1169	33
Very Annie Mary	3/22/2002 0:00	http://dbpedia.org/resource/Very_Annie_Mary	bad	1170	33
Virginia	5/18/2012 0:00	http://dbpedia.org/resource/Virginia_(2010_film)	bad	1171	33
Welcome to Mooseport	2/20/2004 0:00	http://dbpedia.org/resource/Welcome_to_Mooseport	bad	1172	33
A Hole in My Heart	4/8/2005 0:00	http://dbpedia.org/resource/A_Hole_in_My_Heart	bad	1173	32
Agent Cody Banks 2: Destination London	3/12/2004 0:00	http://dbpedia.org/resource/Agent_Cody_Banks_2:_Destination_London	bad	1174	32
Alex & Emma	6/20/2003 0:00	http://dbpedia.org/resource/Alex_&_Emma	bad	1175	32
As Luck Would Have It	2/1/2013 0:00	http://dbpedia.org/resource/As_Luck_Would_Have_It_(2012_film)_(2012_film)	bad	1176	32
Beyond Borders	10/24/2003 0:00	http://dbpedia.org/resource/Beyond_Borders	bad	1177	32
Black Knight	11/21/2001 0:00	http://dbpedia.org/resource/Black_Knight_(film)	bad	1178	32
Broken Bridges	9/8/2006 0:00	http://dbpedia.org/resource/Broken_Bridges	bad	1179	32
Cassadaga	10/11/2013 0:00	http://dbpedia.org/resource/Cassadaga_(film)	bad	1180	32
Chapter 27	3/28/2008 0:00	http://dbpedia.org/resource/Chapter_27	bad	1181	32
Chernobyl Diaries	5/25/2012 0:00	http://dbpedia.org/resource/Chernobyl_Diaries	bad	1182	32
Crime and Punishment in Suburbia	9/15/2000 0:00	http://dbpedia.org/resource/Crime_and_Punishment_in_Suburbia	bad	1183	32
Das wilde Leben	7/11/2008 0:00	http://dbpedia.org/resource/Das_Wilde_Leben	bad	1184	32
Down to Earth	2/16/2001 0:00	http://dbpedia.org/resource/Down_to_Earth_(2001_film)	bad	1185	32
G.I. Joe: The Rise of Cobra	8/7/2009 0:00	http://dbpedia.org/resource/G.I._Joe:_The_Rise_of_Cobra	bad	1186	32
Ghost Rider: Spirit of Vengeance	2/17/2012 0:00	http://dbpedia.org/resource/Ghost_Rider:_Spirit_of_Vengeance	bad	1187	32
Godzilla	5/19/1998 0:00	http://dbpedia.org/resource/Godzilla_(1998_film)	bad	1188	32
I Love You, Beth Cooper	7/10/2009 0:00	http://dbpedia.org/resource/I_Love_You,_Beth_Cooper_(film)	bad	1189	32
Kill by Inches	10/26/2001 0:00	http://dbpedia.org/resource/Kill_by_Inches	bad	1190	32
Land of the Blind	6/16/2006 0:00	http://dbpedia.org/resource/Land_of_the_Blind	bad	1191	32
Land of the Lost	6/5/2009 0:00	http://dbpedia.org/resource/Land_of_the_Lost_(film)	bad	1192	32
Legion	1/22/2010 0:00	http://dbpedia.org/resource/Legion_(2010_film)	bad	1193	32
Masked and Anonymous	7/24/2003 0:00	http://dbpedia.org/resource/Masked_and_Anonymous	bad	1194	32
My Big Fat Independent Movie	9/30/2005 0:00	http://dbpedia.org/resource/My_Big_Fat_Independent_Movie	bad	1195	32
New World Order	5/22/2009 0:00	http://dbpedia.org/resource/New_World_Order_(film)	bad	1196	32
Night at the Golden Eagle	4/26/2002 0:00	http://dbpedia.org/resource/Night_at_the_Golden_Eagle	bad	1197	32
Not Another Teen Movie	12/14/2001 0:00	http://dbpedia.org/resource/Not_Another_Teen_Movie	bad	1198	32
October Baby	3/23/2012 0:00	http://dbpedia.org/resource/October_Baby	bad	1199	32
Play It to the Bone	12/25/1999 0:00	http://dbpedia.org/resource/Play_It_to_the_Bone	bad	1200	32
Repo! The Genetic Opera	11/7/2008 0:00	http://dbpedia.org/resource/Repo!_The_Genetic_Opera	bad	1201	32
Saint John of Las Vegas	1/29/2010 0:00	http://dbpedia.org/resource/Saint_John_of_Las_Vegas	bad	1202	32
September Tapes	9/24/2004 0:00	http://dbpedia.org/resource/September_Tapes	bad	1203	32
Showtime	3/15/2002 0:00	http://dbpedia.org/resource/Showtime_(film)	bad	1204	32
Someone Like You...	3/30/2001 0:00	http://dbpedia.org/resource/Someone_Like_You_(film)	bad	1205	32
Spice World	1/23/1998 0:00	http://dbpedia.org/resource/Spice_World_(film)	bad	1206	32
Swordfish	6/8/2001 0:00	http://dbpedia.org/resource/Swordfish_(film)	bad	1207	32
The Brothers Solomon	9/7/2007 0:00	http://dbpedia.org/resource/The_Brothers_Solomon	bad	1208	32
The Ex	5/11/2007 0:00	http://dbpedia.org/resource/The_Ex_(2006_film)	bad	1209	32
The Last Man	2/15/2002 0:00	http://dbpedia.org/resource/The_Last_Man_(2002_film)	bad	1210	32
The Middle of the World	4/9/2004 0:00	http://dbpedia.org/resource/The_Middle_of_the_World	bad	1211	32
The Perfect Holiday	12/12/2007 0:00	http://dbpedia.org/resource/The_Perfect_Holiday	bad	1212	32
The Santa Clause 3: The Escape Clause	11/3/2006 0:00	http://dbpedia.org/resource/The_Santa_Clause_3:_The_Escape_Clause	bad	1213	32
The Sweetest Thing	4/12/2002 0:00	http://dbpedia.org/resource/The_Sweetest_Thing	bad	1214	32
The Undefeated	7/15/2011 0:00	http://dbpedia.org/resource/The_Undefeated_(2011_film)	bad	1215	32
UHF	7/21/1989 0:00	http://dbpedia.org/resource/UHF_(film)	bad	1216	32
Untraceable	1/25/2008 0:00	http://dbpedia.org/resource/Untraceable	bad	1217	32
Wrong Turn	5/30/2003 0:00	http://dbpedia.org/resource/Wrong_Turn	bad	1218	32
Abominable	4/14/2006 0:00	http://dbpedia.org/resource/Abominable	bad	1219	31
An American Affair	2/27/2009 0:00	http://dbpedia.org/resource/An_American_Affair	bad	1220	31
An American Werewolf in Paris	10/31/1997 0:00	http://dbpedia.org/resource/An_American_Werewolf_in_Paris	bad	1221	31
Antitrust	1/12/2001 0:00	http://dbpedia.org/resource/Antitrust_(film)	bad	1222	31
Battlefield America	6/1/2012 0:00	http://dbpedia.org/resource/Battlefield_America	bad	1223	31
Cop Out	2/26/2010 0:00	http://dbpedia.org/resource/Cop_Out_(2010_film)	bad	1224	31
Dylan Dog: Dead of Night	4/29/2011 0:00	http://dbpedia.org/resource/Dylan_Dog:_Dead_of_Night	bad	1225	31
Envy	4/30/2004 0:00	http://dbpedia.org/resource/Envy_(2004_film)	bad	1226	31
Fired Up!	2/20/2009 0:00	http://dbpedia.org/resource/Fired_Up!	bad	1227	31
First Daughter	9/24/2004 0:00	http://dbpedia.org/resource/First_Daughter_(2004_film)	bad	1228	31
Garden Party	7/11/2008 0:00	http://dbpedia.org/resource/Garden_Party_(film)	bad	1229	31
Gray Matters	2/23/2007 0:00	http://dbpedia.org/resource/Gray_Matters	bad	1230	31
Hounddog	9/19/2008 0:00	http://dbpedia.org/resource/Hounddog_(film)	bad	1231	31
House at the End of the Street	9/21/2012 0:00	http://dbpedia.org/resource/House_at_the_End_of_the_Street	bad	1232	31
House of 1000 Corpses	4/11/2003 0:00	http://dbpedia.org/resource/House_of_1000_Corpses	bad	1233	31
Idle Hands	4/30/1999 0:00	http://dbpedia.org/resource/Idle_Hands	bad	1234	31
In the Mix	11/23/2005 0:00	http://dbpedia.org/resource/In_the_Mix_(film)	bad	1235	31
Let Them Chirp Awhile	12/5/2008 0:00	http://dbpedia.org/resource/Let_Them_Chirp_Awhile	bad	1236	31
Letters to God	4/9/2010 0:00	http://dbpedia.org/resource/Letters_to_God	bad	1237	31
Lucky Numbers	10/27/2000 0:00	http://dbpedia.org/resource/Lucky_Numbers	bad	1238	31
Max Payne	10/17/2008 0:00	http://dbpedia.org/resource/Max_Payne_(film)	bad	1239	31
Monster-in-Law	5/13/2005 0:00	http://dbpedia.org/resource/Monster-in-Law	bad	1240	31
National Security	1/17/2003 0:00	http://dbpedia.org/resource/National_Security_(2003_film)	bad	1241	31
New Rose Hotel	10/8/1999 0:00	http://dbpedia.org/resource/New_Rose_Hotel_(film)	bad	1242	31
Pootie Tang	6/29/2001 0:00	http://dbpedia.org/resource/Pootie_Tang	bad	1243	31
Red Dawn	11/21/2012 0:00	http://dbpedia.org/resource/Red_Dawn	bad	1244	31
Reuniting the Rubins	3/16/2012 0:00	http://dbpedia.org/resource/Reuniting_the_Rubins	bad	1245	31
Say Uncle	6/23/2006 0:00	http://dbpedia.org/resource/Say_Uncle_(film)	bad	1246	31
Sonny	12/27/2002 0:00	http://dbpedia.org/resource/Sonny_(film)	bad	1247	31
Surveillance	6/26/2009 0:00	http://dbpedia.org/resource/Surveillance_(2008_film)	bad	1248	31
The Big Hit	4/24/1998 0:00	http://dbpedia.org/resource/The_Big_Hit	bad	1249	31
The Honeymooners	6/10/2005 0:00	http://dbpedia.org/resource/The_Honeymooners_(film)	bad	1250	31
The Life of David Gale	2/21/2003 0:00	http://dbpedia.org/resource/The_Life_of_David_Gale	bad	1251	31
The Mummy: Tomb of the Dragon Emperor	8/1/2008 0:00	http://dbpedia.org/resource/The_Mummy:_Tomb_of_the_Dragon_Emperor	bad	1252	31
The Skeptic	5/1/2009 0:00	http://dbpedia.org/resource/The_Skeptic_(film)	bad	1253	31
This Means War	2/17/2012 0:00	http://dbpedia.org/resource/This_Means_War_(film)	bad	1254	31
Your Highness	4/8/2011 0:00	http://dbpedia.org/resource/Your_Highness	bad	1255	31
A Day Without a Mexican	5/14/2004 0:00	http://dbpedia.org/resource/A_Day_Without_a_Mexican	bad	1256	30
Alex Cross	10/19/2012 0:00	http://dbpedia.org/resource/Alex_Cross_(film)	bad	1257	30
American Adobo	1/23/2002 0:00	http://dbpedia.org/resource/American_Adobo	bad	1258	30
American Virgin	6/2/2000 0:00	http://dbpedia.org/resource/American_Virgin_(2000_film)	bad	1259	30
Blackwoods	5/10/2002 0:00	http://dbpedia.org/resource/Blackwoods_(film)	bad	1260	30
Cats & Dogs: The Revenge of Kitty Galore	7/30/2010 0:00	http://dbpedia.org/resource/Cats_&_Dogs:_The_Revenge_of_Kitty_Galore	bad	1261	30
Daltry Calhoun	9/23/2005 0:00	http://dbpedia.org/resource/Daltry_Calhoun	bad	1262	30
Deuce Bigalow: Male Gigolo	12/10/1999 0:00	http://dbpedia.org/resource/Deuce_Bigalow:_Male_Gigolo	bad	1263	30
Empire Records	9/22/1995 0:00	http://dbpedia.org/resource/Empire_Records	bad	1264	30
Exorcist: The Beginning	8/20/2004 0:00	http://dbpedia.org/resource/Exorcist:_The_Beginning	bad	1265	30
Feeling Minnesota	9/13/1996 0:00	http://dbpedia.org/resource/Feeling_Minnesota	bad	1266	30
Finding Bliss	6/4/2010 0:00	http://dbpedia.org/resource/Finding_Bliss	bad	1267	30
Grown Ups	6/25/2010 0:00	http://dbpedia.org/resource/Grown_Ups_(film)	bad	1268	30
John Q	2/15/2002 0:00	http://dbpedia.org/resource/John_Q	bad	1269	30
Knockaround Guys	10/11/2002 0:00	http://dbpedia.org/resource/Knockaround_Guys	bad	1270	30
Marmaduke	6/4/2010 0:00	http://dbpedia.org/resource/Marmaduke_(film)	bad	1271	30
Over Her Dead Body	2/1/2008 0:00	http://dbpedia.org/resource/Over_Her_Dead_Body	bad	1272	30
Paa	12/4/2009 0:00	http://dbpedia.org/resource/Paa_(film)	bad	1273	30
Punisher: War Zone	12/5/2008 0:00	http://dbpedia.org/resource/Punisher:_War_Zone	bad	1274	30
Queen of the Damned	2/22/2002 0:00	http://dbpedia.org/resource/Queen_of_the_Damned	bad	1275	30
Saw VI	10/23/2009 0:00	http://dbpedia.org/resource/Saw_VI	bad	1276	30
Speed-Dating	10/1/2010 0:00	http://dbpedia.org/resource/Speed-Dating	bad	1277	30
The Art of War	8/25/2000 0:00	http://dbpedia.org/resource/The_Art_of_War_(film)	bad	1278	30
The Butterfly Effect	1/23/2004 0:00	http://dbpedia.org/resource/The_Butterfly_Effect	bad	1279	30
The Cave	8/26/2005 0:00	http://dbpedia.org/resource/The_Cave_(film)	bad	1280	30
The Final Destination	8/28/2009 0:00	http://dbpedia.org/resource/The_Final_Destination	bad	1281	30
The League of Extraordinary Gentlemen	7/11/2003 0:00	http://dbpedia.org/resource/The_League_of_Extraordinary_Gentlemen_(film)	bad	1282	30
The Marc Pease Experience	8/21/2009 0:00	http://dbpedia.org/resource/The_Marc_Pease_Experience	bad	1283	30
The Pacifier	3/4/2005 0:00	http://dbpedia.org/resource/The_Pacifier	bad	1284	30
The Replacements	8/11/2000 0:00	http://dbpedia.org/resource/The_Replacements_(film)	bad	1285	30
The Spirit	12/25/2008 0:00	http://dbpedia.org/resource/The_Spirit_(film)	bad	1286	30
Vacationland	8/2/2006 0:00	http://dbpedia.org/resource/Vacationland_(film)	bad	1287	30
Where the Heart Is	4/28/2000 0:00	http://dbpedia.org/resource/Where_the_Heart_Is_(2000_film)	bad	1288	30
White Noise	1/7/2005 0:00	http://dbpedia.org/resource/White_Noise_(film)	bad	1289	30
Zookeeper	7/8/2011 0:00	http://dbpedia.org/resource/Zookeeper_(film)	bad	1290	30
Anatomy of Hell	9/24/2004 0:00	http://dbpedia.org/resource/Anatomy_of_Hell	bad	1291	29
Answers to Nothing	12/2/2011 0:00	http://dbpedia.org/resource/Answers_to_Nothing_(film)	bad	1292	29
Civil Brand	8/29/2003 0:00	http://dbpedia.org/resource/Civil_Brand	bad	1293	29
Domestic Disturbance	11/2/2001 0:00	http://dbpedia.org/resource/Domestic_Disturbance	bad	1294	29
Driven	4/27/2001 0:00	http://dbpedia.org/resource/Driven	bad	1295	29
Ethan Mao	6/17/2005 0:00	http://dbpedia.org/resource/Ethan_Mao	bad	1296	29
Eye of the Beholder	1/28/2000 0:00	http://dbpedia.org/resource/Eye_of_the_Beholder_(film)	bad	1297	29
Fool's Gold	2/8/2008 0:00	http://dbpedia.org/resource/Fool's_Gold_(2008_film)	bad	1298	29
God, Sex & Apple Pie	9/21/2001 0:00	http://dbpedia.org/resource/God,_Sex_&_Apple_Pie	bad	1299	29
Just My Luck	5/12/2006 0:00	http://dbpedia.org/resource/Just_My_Luck_(2006_film)	bad	1300	29
Lake City	11/21/2008 0:00	http://dbpedia.org/resource/Lake_City_(film)	bad	1301	29
New in Town	1/30/2009 0:00	http://dbpedia.org/resource/New_in_Town	bad	1302	29
Noel	11/12/2004 0:00	http://dbpedia.org/resource/Noel_(film)	bad	1303	29
Scary Movie 2	7/4/2001 0:00	http://dbpedia.org/resource/Scary_Movie_2	bad	1304	29
Snow Dogs	1/18/2002 0:00	http://dbpedia.org/resource/Snow_Dogs	bad	1305	29
Somewhere in Time	10/3/1980 0:00	http://dbpedia.org/resource/Somewhere_in_Time_(film)	bad	1306	29
Swimfan	9/6/2002 0:00	http://dbpedia.org/resource/Swimfan	bad	1307	29
Texas Rangers	11/30/2001 0:00	http://dbpedia.org/resource/Texas_Rangers_(film)	bad	1308	29
The 24th Day	5/14/2004 0:00	http://dbpedia.org/resource/The_24th_Day	bad	1309	29
The Amati Girls	1/19/2001 0:00	http://dbpedia.org/resource/The_Amati_Girls	bad	1310	29
The Aryan Couple	12/3/2004 0:00	http://dbpedia.org/resource/The_Aryan_Couple	bad	1311	29
The Condemned	3/1/2013 0:00	http://dbpedia.org/resource/The_Condemned	bad	1312	29
The Hot Chick	12/13/2002 0:00	http://dbpedia.org/resource/The_Hot_Chick	bad	1313	29
The King and I	3/19/1999 0:00	http://dbpedia.org/resource/The_King_and_I_(1999_film)	bad	1314	29
The Postman	12/25/1997 0:00	http://dbpedia.org/resource/The_Postman_(film)	bad	1315	29
The Quiet	8/25/2006 0:00	http://dbpedia.org/resource/The_Quiet	bad	1316	29
The Texas Chainsaw Massacre: The Beginning	10/6/2006 0:00	http://dbpedia.org/resource/The_Texas_Chainsaw_Massacre:_The_Beginning	bad	1317	29
Undiscovered	8/26/2005 0:00	http://dbpedia.org/resource/Undiscovered	bad	1318	29
Without a Paddle	8/20/2004 0:00	http://dbpedia.org/resource/Without_a_Paddle	bad	1319	29
A Good Day to Die Hard	2/14/2013 0:00	http://dbpedia.org/resource/A_Good_Day_to_Die_Hard	bad	1320	28
As Cool as I Am	6/7/2013 0:00	http://dbpedia.org/resource/As_Cool_as_I_Am_(film)	bad	1321	28
Atlas Shrugged: Part I	4/15/2011 0:00	http://dbpedia.org/resource/Atlas_Shrugged:_Part_I	bad	1322	28
Barry Munday	10/1/2010 0:00	http://dbpedia.org/resource/Barry_Munday	bad	1323	28
Batman & Robin	6/20/1997 0:00	http://dbpedia.org/resource/Batman_&_Robin_(film)	bad	1324	28
Blood: The Last Vampire	7/10/2009 0:00	http://dbpedia.org/resource/Blood:_The_Last_Vampire_(2009_film)	bad	1325	28
Bunraku	9/30/2011 0:00	http://dbpedia.org/resource/Bunraku_(film)	bad	1326	28
Cool World	7/10/1992 0:00	http://dbpedia.org/resource/Cool_World	bad	1327	28
Deck the Halls	11/22/2006 0:00	http://dbpedia.org/resource/Deck_the_Halls_(2006_film)	bad	1328	28
Dirty Deeds	8/26/2005 0:00	http://dbpedia.org/resource/Dirty_Deeds_(2005_film)	bad	1329	28
Drop Dead Gorgeous	7/23/1999 0:00	http://dbpedia.org/resource/Drop_Dead_Gorgeous_(film)	bad	1330	28
Even Cowgirls Get the Blues	5/24/1994 0:00	http://dbpedia.org/resource/Even_Cowgirls_Get_the_Blues_(film)	bad	1331	28
Gentlemen Broncos	10/30/2009 0:00	http://dbpedia.org/resource/Gentlemen_Broncos	bad	1332	28
Happily N'Ever After	1/5/2007 0:00	http://dbpedia.org/resource/Happily_N'Ever_After	bad	1333	28
Hick	5/11/2012 0:00	http://dbpedia.org/resource/Hick_(film)	bad	1334	28
House on Haunted Hill	10/29/1999 0:00	http://dbpedia.org/resource/House_on_Haunted_Hill	bad	1335	28
I Am Sam	12/28/2001 0:00	http://dbpedia.org/resource/I_Am_Sam	bad	1336	28
Inside Out	9/9/2011 0:00	http://dbpedia.org/resource/Inside/Out_(film)	bad	1337	28
Just Married	1/10/2003 0:00	http://dbpedia.org/resource/Just_Married	bad	1338	28
Love and Honor	3/22/2013 0:00	http://dbpedia.org/resource/Love_and_Honor	bad	1339	28
Passion of Mind	5/26/2000 0:00	http://dbpedia.org/resource/Passion_of_Mind	bad	1340	28
Stigmata	9/10/1999 0:00	http://dbpedia.org/resource/Stigmata_(film)	bad	1341	28
The Big Shot-Caller	5/15/2009 0:00	http://dbpedia.org/resource/The_Big_Shot-Caller	bad	1342	28
The Divide	1/13/2012 0:00	http://dbpedia.org/resource/The_Divide_(film)	bad	1343	28
The Hitcher	1/19/2007 0:00	http://dbpedia.org/resource/The_Hitcher_(2007_film)	bad	1344	28
The Ugly Truth	7/24/2009 0:00	http://dbpedia.org/resource/The_Ugly_Truth	bad	1345	28
Timeline	11/26/2003 0:00	http://dbpedia.org/resource/Timeline_(film)	bad	1346	28
Twin Peaks: Fire Walk with Me	8/28/1992 0:00	http://dbpedia.org/resource/Twin_Peaks:_Fire_Walk_with_Me	bad	1347	28
Waking Up in Reno	10/25/2002 0:00	http://dbpedia.org/resource/Waking_Up_in_Reno	bad	1348	28
Wildflowers	9/1/2000 0:00	http://dbpedia.org/resource/Wildflowers_(film)	bad	1349	28
Catwoman	7/23/2004 0:00	http://dbpedia.org/resource/Catwoman_(film)	bad	1350	27
Coyote Ugly	8/4/2000 0:00	http://dbpedia.org/resource/Coyote_Ugly_(film)	bad	1351	27
Dead Man on Campus	8/21/1998 0:00	http://dbpedia.org/resource/Dead_Man_on_Campus	bad	1352	27
Delgo	12/12/2008 0:00	http://dbpedia.org/resource/Delgo_(film)	bad	1353	27
Gamer	9/4/2009 0:00	http://dbpedia.org/resource/Gamer_(film)	bad	1354	27
How to Rob a Bank	2/6/2008 0:00	http://dbpedia.org/resource/How_to_Rob_a_Bank	bad	1355	27
I Spit on Your Grave	10/8/2010 0:00	http://dbpedia.org/resource/I_Spit_on_Your_Grave	bad	1356	27
Little Fockers	12/22/2010 0:00	http://dbpedia.org/resource/Little_Fockers	bad	1357	27
Norbit	2/9/2007 0:00	http://dbpedia.org/resource/Norbit	bad	1358	27
Peep World	3/25/2011 0:00	http://dbpedia.org/resource/Peep_World	bad	1359	27
Playing for Keeps	12/7/2012 0:00	http://dbpedia.org/resource/Playing_for_Keeps_(2012_film)	bad	1360	27
Sex and the City 2	5/27/2010 0:00	http://dbpedia.org/resource/Sex_and_the_City_2	bad	1361	27
Simply Irresistible	2/5/1999 0:00	http://dbpedia.org/resource/Simply_Irresistible_(film)	bad	1362	27
Stranded	7/26/2013 0:00	http://dbpedia.org/resource/Stranded_(2013_film)	bad	1363	27
Summer School	7/22/1987 0:00	http://dbpedia.org/resource/Summer_School_(1987_film)	bad	1364	27
The Flintstones in Viva Rock Vegas	4/28/2000 0:00	http://dbpedia.org/resource/The_Flintstones_in_Viva_Rock_Vegas	bad	1365	27
The Fog	10/14/2005 0:00	http://dbpedia.org/resource/The_Fog	bad	1366	27
The Majestic	12/21/2001 0:00	http://dbpedia.org/resource/The_Majestic_(film)	bad	1367	27
The Musketeer	9/7/2001 0:00	http://dbpedia.org/resource/The_Musketeer	bad	1368	27
