id	album	artist	date	rating	DBpedia_URL label
700.0	Pawn Shoppe Heart	The Von Bondies	9-Mar-04	80.0	http://dbpedia.org/resource/Pawn_Shoppe_Heart	good
701.0	Praise & Blame	Tom Jones	27-Jul-10	80.0	http://dbpedia.org/resource/Praise_&_Blame	good
702.0	Prog	The Bad Plus	8-May-07	80.0	http://dbpedia.org/resource/Prog_(album)	good
703.0	Rainwater Cassette Exchange	Deerhunter	9-Jun-09	80.0	http://dbpedia.org/resource/Rainwater_Cassette_Exchange	good
704.0	Regard The End	Willard Grant Conspiracy	17-Feb-04	80.0	http://dbpedia.org/resource/Regard_the_End	good
705.0	Regifted Light	Baby Dee	14-Mar-11	80.0	http://dbpedia.org/resource/Regifted_Light	good
706.0	Return To The Sea	Islands	4-Apr-06	80.0	http://dbpedia.org/resource/Return_to_the_Sea	good
707.0	Rising Down	The Roots	29-Apr-08	80.0	http://dbpedia.org/resource/Rising_Down	good
708.0	Section.80	Kendrick Lamar	2-Jul-11	80.0	http://dbpedia.org/resource/Section.80	good
709.0	Sharpen Your Teeth	Ugly Casanova	21-May-02	80.0	http://dbpedia.org/resource/Sharpen_Your_Teeth	good
710.0	Silence Is Sexy	EinstÃƒÂ¼rzende Neubauten	23-May-00	80.0	http://dbpedia.org/resource/Silence_Is_Sexy	good
711.0	Since We Last Spoke	Rjd2	18-May-04	80.0	http://dbpedia.org/resource/Since_We_Last_Spoke	good
712.0	Snakes For The Divine	High on Fire	23-Feb-10	80.0	http://dbpedia.org/resource/Snakes_for_the_Divine	good
713.0	Songs From The Year Of Our Demise	Jon Auer	2-May-06	80.0	http://dbpedia.org/resource/Songs_from_the_Year_of_Our_Demise	good
714.0	Sound of Water	Saint Etienne	6-Jun-00	80.0	http://dbpedia.org/resource/Sound_of_Water	good
715.0	Street's Disciple	Nas	30-Nov-04	80.0	http://dbpedia.org/resource/Street's_Disciple	good
716.0	Street Horrrsing	Fuck Buttons	18-Mar-08	80.0	http://dbpedia.org/resource/Street_Horrrsing	good
717.0	Super Taranta!	Gogol Bordello	10-Jul-07	80.0	http://dbpedia.org/resource/Super_Taranta!	good
718.0	Swing Lo Magellan	Dirty Projectors	10-Jul-12	80.0	http://dbpedia.org/resource/Swing_Lo_Magellan	good
719.0	Tassili	Tinariwen	30-Aug-11	80.0	http://dbpedia.org/resource/Tassili_(album)	good
720.0	The Age of Adz	Sufjan Stevens	12-Oct-10	80.0	http://dbpedia.org/resource/The_Age_of_Adz	good
721.0	The Angels Of Light Sing 'Other People'	Angels Of Light	22-Mar-05	80.0	http://dbpedia.org/resource/The_Angels_of_Light_Sing_'Other_People'	good
722.0	The Animal Years	Josh Ritter	11-Apr-06	80.0	http://dbpedia.org/resource/The_Animal_Years	good
723.0	The Besnard Lakes Are The Roaring Night	The Besnard Lakes	9-Mar-10	80.0	http://dbpedia.org/resource/The_Besnard_Lakes_Are_the_Roaring_Night	good
724.0	The Con	Tegan and Sara	24-Jul-07	80.0	http://dbpedia.org/resource/The_Con_(album)	good
725.0	The Contino Sessions	Death in Vegas	14-Sep-99	80.0	http://dbpedia.org/resource/The_Contino_Sessions	good
726.0	The Craft	Blackalicious	27-Sep-05	80.0	http://dbpedia.org/resource/The_Craft_(album)	good
727.0	The Crying Light	Antony and the Johnsons	20-Jan-09	80.0	http://dbpedia.org/resource/The_Crying_Light	good
728.0	The Execution of All Things	Rilo Kiley	1-Oct-02	80.0	http://dbpedia.org/resource/The_Execution_of_All_Things	good
729.0	The Flying Club Cup	Beirut	9-Oct-07	80.0	http://dbpedia.org/resource/The_Flying_Club_Cup	good
730.0	The Great Western	James Dean Bradfield	24-Jul-06	80.0	http://dbpedia.org/resource/The_Great_Western	good
731.0	The Grind Date	De La Soul	5-Oct-04	80.0	http://dbpedia.org/resource/The_Grind_Date	good
732.0	The King of Limbs	Radiohead	29-Mar-11	80.0	http://dbpedia.org/resource/The_King_of_Limbs	good
733.0	The Last Romance	Arab Strap	21-Feb-06	80.0	http://dbpedia.org/resource/The_Last_Romance	good
734.0	The Libertines	The Libertines	31-Aug-04	80.0	http://dbpedia.org/resource/The_Libertines_(album)	good
735.0	The Magic Numbers	The Magic Numbers	4-Oct-05	80.0	http://dbpedia.org/resource/The_Magic_Numbers_(album)	good
736.0	The Midnight Organ Fight	Frightened Rabbit	29-Apr-08	80.0	http://dbpedia.org/resource/The_Midnight_Organ_Fight	good
737.0	The Power Of Negative Thinking: B-Sides & Rarities	The Jesus And Mary Chain	30-Sep-08	80.0	http://dbpedia.org/resource/The_Power_of_Negative_Thinking:_B-Sides_&_Rarities	good
738.0	The Sunlandic Twins	Of Montreal	12-Apr-05	80.0	http://dbpedia.org/resource/The_Sunlandic_Twins	good
739.0	The Tigers Have Spoken	Neko Case	9-Nov-04	80.0	http://dbpedia.org/resource/The_Tigers_Have_Spoken	good
740.0	The Way The Wind Blows	A Hawk and a Hacksaw	17-Oct-06	80.0	http://dbpedia.org/resource/The_Way_the_Wind_Blows	good
741.0	Three Fact Fader	Engineers	13-Oct-09	80.0	http://dbpedia.org/resource/Three_Fact_Fader	good
742.0	Tones Of Town	Field Music	13-Feb-07	80.0	http://dbpedia.org/resource/Tones_of_Town	good
743.0	Transference	Spoon	19-Jan-10	80.0	http://dbpedia.org/resource/Transference_(album)	good
744.0	Twilight Of The Thunder God	Amon Amarth	30-Sep-08	80.0	http://dbpedia.org/resource/Twilight_of_the_Thunder_God	good
745.0	Under Cold Blue Stars	Josh Rouse	19-Feb-02	80.0	http://dbpedia.org/resource/Under_Cold_Blue_Stars	good
746.0	Unglamorous	Lori McKenna	14-Aug-07	80.0	http://dbpedia.org/resource/Unglamorous	good
747.0	Untouchables	Korn	11-Jun-02	80.0	http://dbpedia.org/resource/Untouchables_(album)	good
748.0	Up On The Ridge	Dierks Bentley	8-Jun-10	80.0	http://dbpedia.org/resource/Up_on_the_Ridge	good
749.0	Vivian Girls	Vivian Girls	30-Sep-08	80.0	http://dbpedia.org/resource/Vivian_Girls_(album)	good
750.0	Warmer Corners	The Lucksmiths	4-Apr-05	80.0	http://dbpedia.org/resource/Warmer_Corners	good
751.0	We The Vehicles	Maritime	18-Apr-06	80.0	http://dbpedia.org/resource/We,_the_Vehicles	good
752.0	What I Do	Alan Jackson	7-Sep-04	80.0	http://dbpedia.org/resource/What_I_Do	good
753.0	When I Pretend To Fall	The Long Winters	6-May-03	80.0	http://dbpedia.org/resource/When_I_Pretend_to_Fall	good
754.0	White Chalk	PJ Harvey	25-Sep-07	80.0	http://dbpedia.org/resource/White_Chalk	good
755.0	White Silence	Cave In	24-May-11	80.0	http://dbpedia.org/resource/White_Silence	good
756.0	Wind In The Wires	Patrick Wolf	15-Mar-05	80.0	http://dbpedia.org/resource/Wind_in_the_Wires	good
757.0	Yanqui U.X.O.	Godspeed You! Black Emperor	4-Nov-02	80.0	http://dbpedia.org/resource/Yanqui_U.X.O.	good
758.0	Year Of Meteors	Laura Veirs	23-Aug-05	80.0	http://dbpedia.org/resource/Year_of_Meteors	good
759.0	You Get What You Give	Zac Brown Band	21-Sep-10	80.0	http://dbpedia.org/resource/You_Get_What_You_Give_(album)	good
760.0	100 Days, 100 Nights	Sharon Jones & the Dap-Kings	2-Oct-07	79.0	http://dbpedia.org/resource/100_Days,_100_Nights	good
761.0	1372 Overton Park	Lucero	6-Oct-09	79.0	http://dbpedia.org/resource/1372_Overton_Park	good
762.0	About A Boy [Soundtrack]	Badly Drawn Boy	23-Apr-02	79.0	http://dbpedia.org/resource/About_a_Boy_(soundtrack)	good
763.0	Absolute Dissent	Killing Joke	22-Nov-10	79.0	http://dbpedia.org/resource/Absolute_Dissent	good
764.0	Alegranza	El Guincho	7-Oct-08	79.0	http://dbpedia.org/resource/Alegranza_(album)	good
765.0	All That You Can't Leave Behind	U2	31-Oct-00	79.0	http://dbpedia.org/resource/All_That_You_Can't_Leave_Behind	good
766.0	Alright, Still	Lily Allen	30-Jan-07	79.0	http://dbpedia.org/resource/Alright,_Still	good
767.0	American Idiot	Green Day	21-Sep-04	79.0	http://dbpedia.org/resource/American_Idiot	good
768.0	American VI: Ain't No Grave	Johnny Cash	23-Feb-10	79.0	http://dbpedia.org/resource/American_VI:_Ain't_No_Grave	good
769.0	An Imaginary Country	Tim Hecker	10-Mar-09	79.0	http://dbpedia.org/resource/An_Imaginary_Country	good
770.0	Astro Coast	Surfer Blood	19-Jan-10	79.0	http://dbpedia.org/resource/Astro_Coast	good
771.0	Autumn of the Seraphs	Pinback	11-Sep-07	79.0	http://dbpedia.org/resource/Autumn_of_the_Seraphs	good
772.0	Backspacer	Pearl Jam	20-Sep-09	79.0	http://dbpedia.org/resource/Backspacer	good
773.0	Beaucoup Fish	Underworld	1-Mar-99	79.0	http://dbpedia.org/resource/Beaucoup_Fish	good
774.0	Because Of The Times	Kings of Leon	3-Apr-07	79.0	http://dbpedia.org/resource/Because_of_the_Times	good
775.0	Biophilia	BjÃ¶rk	11-Oct-11	79.0	http://dbpedia.org/resource/Biophilia_(album)	good
776.0	BiRd-BrAiNs	tUnE-yArDs	17-Nov-09	79.0	http://dbpedia.org/resource/Bird-Brains	good
777.0	Blackout! 2	Method Man & Redman	19-May-09	79.0	http://dbpedia.org/resource/Blackout!_2	good
778.0	Brooklynati	Tanya Morgan	19-May-09	79.0	http://dbpedia.org/resource/Brooklynati	good
779.0	Built On Squares	Starlight Mints	20-May-03	79.0	http://dbpedia.org/resource/Built_on_Squares	good
780.0	Castle Talk	Screaming Females	14-Sep-10	79.0	http://dbpedia.org/resource/Castle_Talk_(album)	good
781.0	Cat's Eyes	Cat's Eyes	17-May-11	79.0	http://dbpedia.org/resource/Cat's_Eyes_(album)	good
782.0	Cats & Dogs	Evidence	27-Sep-11	79.0	http://dbpedia.org/resource/Cats_&_Dogs_(Evidence_album)	good
783.0	Cinder	Dirty Three	11-Oct-05	79.0	http://dbpedia.org/resource/Cinder_(album)	good
784.0	Clancy's Tavern	Toby Keith	24-Oct-11	79.0	http://dbpedia.org/resource/Clancy's_Tavern	good
785.0	Coexist	The xx	11-Sep-12	79.0	http://dbpedia.org/resource/Coexist_(album)	good
786.0	Coming Back To You	Melinda Doolittle	3-Feb-09	79.0	http://dbpedia.org/resource/Coming_Back_to_You	good
787.0	Conatus	Zola Jesus	4-Oct-11	79.0	http://dbpedia.org/resource/Conatus_(album)	good
788.0	Cripple Crow	Devendra Banhart	13-Sep-05	79.0	http://dbpedia.org/resource/Cripple_Crow	good
789.0	Crossing Muddy Waters	John Hiatt	26-Sep-00	79.0	http://dbpedia.org/resource/Crossing_Muddy_Waters	good
790.0	D-D-Don't Don't Stop the Beat	Junior Senior	5-Aug-03	79.0	http://dbpedia.org/resource/D-D-Don't_Don't_Stop_the_Beat	good
791.0	Darker Handcraft	Trap Them	15-Mar-11	79.0	http://dbpedia.org/resource/Darker_Handcraft	good
792.0	Desperate Youth, Blood Thirsty Babes	TV on the Radio	9-Mar-04	79.0	http://dbpedia.org/resource/Desperate_Youth,_Blood_Thirsty_Babes	good
793.0	Diaper Island	Chad VanGaalen	17-May-11	79.0	http://dbpedia.org/resource/Diaper_Island	good
794.0	Downtown Church	Patty Griffin	26-Jan-10	79.0	http://dbpedia.org/resource/Downtown_Church	good
795.0	Drum's Not Dead	Liars	21-Mar-06	79.0	http://dbpedia.org/resource/Drum's_Not_Dead	good
796.0	Elk-Lake Serenade	Hayden	18-May-04	79.0	http://dbpedia.org/resource/Elk-Lake_Serenade	good
797.0	Exploding Head	A Place to Bury Strangers	6-Oct-09	79.0	http://dbpedia.org/resource/Exploding_Head	good
798.0	Fan Dance	Sam Phillips	31-Jul-01	79.0	http://dbpedia.org/resource/Fan_Dance_(album)	good
799.0	Felt 3: A Tribute To Rosie Perez	Felt	17-Nov-09	79.0	http://dbpedia.org/resource/Felt_3:_A_Tribute_to_Rosie_Perez	good
800.0	Father, Son, Holy Ghost	Girls	13-Sep-11	79.0	http://dbpedia.org/resource/Father,_Son,_Holy_Ghost_(album)	good
801.0	Everything Is Borrowed	The Streets	7-Oct-08	63.0	http://dbpedia.org/resource/Everything_Is_Borrowed	bad
802.0	Falcon	The Courteeners	22-Feb-10	63.0	http://dbpedia.org/resource/Falcon_(album)	bad
803.0	Farmer's Daughter	Crystal Bowersox	14-Dec-10	63.0	http://dbpedia.org/resource/Farmer's_Daughter_(album)	bad
804.0	Flavors Of Entanglement	Alanis Morissette	10-Jun-08	63.0	http://dbpedia.org/resource/Flavors_of_Entanglement	bad
805.0	Flaws	Bombay Bicycle Club	13-Jul-10	63.0	http://dbpedia.org/resource/Flaws	bad
806.0	Fly Yellow Moon	Fyfe Dangerfield	25-May-10	63.0	http://dbpedia.org/resource/Fly_Yellow_Moon	bad
807.0	Furious Angels	Rob Dougan	3-Jun-03	63.0	http://dbpedia.org/resource/Furious_Angels	bad
808.0	Georgia Clay	Josh Kelley	22-Mar-11	63.0	http://dbpedia.org/resource/Georgia_Clay	bad
809.0	Ghostbird	Zee Avi	23-Aug-11	63.0	http://dbpedia.org/resource/Ghostbird	bad
810.0	Hands All Over	Maroon 5	21-Sep-10	63.0	http://dbpedia.org/resource/Hands_All_Over_(album)	bad
811.0	Haywire	Josh Turner	9-Feb-10	63.0	http://dbpedia.org/resource/Haywire_(Josh_Turner_album)	bad
812.0	He Was King	Felix Da Housecat	25-Aug-09	63.0	http://dbpedia.org/resource/He_Was_King	bad
813.0	Higher Than The Eiffel	Audio Bullys	18-May-10	63.0	http://dbpedia.org/resource/Higher_Than_the_Eiffel	bad
814.0	Hitting The Ground	Gordon Gano	20-Aug-02	63.0	http://dbpedia.org/resource/Hitting_the_Ground	bad
815.0	I'm with You	Red Hot Chili Peppers	30-Aug-11	63.0	http://dbpedia.org/resource/I'm_with_You_(album)	bad
816.0	I Am Gemini	Cursive	21-Feb-12	63.0	http://dbpedia.org/resource/I_Am_Gemini	bad
817.0	Identified	Vanessa Hudgens	1-Jul-08	63.0	http://dbpedia.org/resource/Identified	bad
818.0	In Rape Fantasy And Terror Sex We Trust	Joan of Arc	27-May-03	63.0	http://dbpedia.org/resource/In_Rape_Fantasy_and_Terror_Sex_We_Trust	bad
819.0	Invicta	Hit the Lights	31-Jan-12	63.0	http://dbpedia.org/resource/Invicta_(album)	bad
820.0	Laws of Illusion	Sarah McLachlan	15-Jun-10	63.0	http://dbpedia.org/resource/Laws_of_Illusion	bad
821.0	Laws Of Illusion	Sarah McLachlan	15-Jun-10	63.0	http://dbpedia.org/resource/Laws_of_Illusion	bad
822.0	Learning From Falling	Lamya	30-Jul-02	63.0	http://dbpedia.org/resource/Learning_from_Falling	bad
823.0	Love Is a Four Letter Word	Jason Mraz	17-Apr-12	63.0	http://dbpedia.org/resource/Love_Is_a_Four_Letter_Word_(album)	bad
824.0	Made In China	Juliana Hatfield	9-Aug-05	63.0	http://dbpedia.org/resource/Made_in_China_(album)	bad
825.0	Money and Celebrity	The Subways	19-Sep-11	63.0	http://dbpedia.org/resource/Money_and_Celebrity	bad
826.0	Moodring	Mya	22-Jul-03	63.0	http://dbpedia.org/resource/Moodring	bad
827.0	Music Of The Spheres	Ian Brown	1-Oct-01	63.0	http://dbpedia.org/resource/Music_of_the_Spheres_(Ian_Brown_album)	bad
828.0	My World, My Way	Silkk The Shocker	27-Feb-01	63.0	http://dbpedia.org/resource/My_World,_My_Way_(album)	bad
829.0	Night Shades	Cobra Starship	29-Aug-11	63.0	http://dbpedia.org/resource/Night_Shades	bad
830.0	Not Your Kind of People	Garbage	22-May-12	63.0	http://dbpedia.org/resource/Not_Your_Kind_of_People	bad
831.0	One Soul Now	Cowboy Junkies	8-Jun-04	63.0	http://dbpedia.org/resource/One_Soul_Now	bad
832.0	Only By The Night	Kings of Leon	23-Sep-08	63.0	http://dbpedia.org/resource/Only_by_the_Night	bad
833.0	Paper Tigers	Caesars	26-Apr-05	63.0	http://dbpedia.org/resource/Paper_Tigers	bad
834.0	Party Rock	LMFAO	7-Jul-09	63.0	http://dbpedia.org/resource/Party_Rock	bad
835.0	Pocket Symphony	Air	6-Mar-07	63.0	http://dbpedia.org/resource/Pocket_Symphony	bad
836.0	R&G (Rhythm & Gangsta): The Masterpiece	Snoop Dogg	16-Nov-04	63.0	http://dbpedia.org/resource/R&G_(Rhythm_&_Gangsta):_The_Masterpiece	bad
837.0	Red Letter Days	The Wallflowers	5-Nov-02	63.0	http://dbpedia.org/resource/Red_Letter_Days_(album)	bad
838.0	Rehearsing My Choir	The Fiery Furnaces	25-Oct-05	63.0	http://dbpedia.org/resource/Rehearsing_My_Choir	bad
839.0	Sam Sparro	Sam Sparro	24-Jun-08	63.0	http://dbpedia.org/resource/Sam_Sparro_(album)	bad
840.0	Satan's Circus	Death in Vegas	24-May-05	63.0	http://dbpedia.org/resource/Satan's_Circus	bad
841.0	Saturday Nights & Sunday Mornings	Counting Crows	25-Mar-08	63.0	http://dbpedia.org/resource/Saturday_Nights_&_Sunday_Mornings	bad
842.0	Some Loud Thunder	Clap Your Hands Say Yeah	30-Jan-07	63.0	http://dbpedia.org/resource/Some_Loud_Thunder	bad
843.0	Sun, Sun, Sun	The Elected	24-Jan-06	63.0	http://dbpedia.org/resource/Sun,_Sun,_Sun	bad
844.0	Tear The World Down	We Are The Fallen	11-May-10	63.0	http://dbpedia.org/resource/Tear_the_World_Down	bad
845.0	The Age Of Miracles	Mary Chapin Carpenter	27-Apr-10	63.0	http://dbpedia.org/resource/The_Age_of_Miracles	bad
846.0	The Bright Lights Of America	Anti-Flag	1-Apr-08	63.0	http://dbpedia.org/resource/The_Bright_Lights_of_America	bad
847.0	The Curse Of Blondie	Blondie	6-Apr-04	63.0	http://dbpedia.org/resource/The_Curse_of_Blondie	bad
848.0	The Dangermen Sessions, Vol. 1	Madness	16-Aug-05	63.0	http://dbpedia.org/resource/The_Dangermen_Sessions_Vol._1	bad
849.0	The Fire Theft	The Fire Theft	23-Sep-03	63.0	http://dbpedia.org/resource/The_Fire_Theft_(album)	bad
850.0	The Glass Passenger	Jack's Mannequin	30-Sep-08	63.0	http://dbpedia.org/resource/The_Glass_Passenger	bad
851.0	The Industrialist	Fear Factory	5-Jun-12	63.0	http://dbpedia.org/resource/The_Industrialist	bad
852.0	Evanescence	Evanescence	11-Oct-11	63.0	http://dbpedia.org/resource/The_Open_Door	bad
853.0	Strangest Things	Longwave	18-Mar-03	63.0	http://dbpedia.org/resource/The_Strangest_Things	bad
854.0	The Time Of Our Lives [EP]	Miley Cyrus	28-Aug-09	63.0	http://dbpedia.org/resource/The_Time_of_Our_Lives_(EP)	bad
855.0	The Unforgiving	Within Temptation	29-Mar-11	63.0	http://dbpedia.org/resource/The_Unforgiving	bad
856.0	There's A Fire	Longwave	28-Jun-05	63.0	http://dbpedia.org/resource/There's_a_Fire	bad
857.0	Time To Die	The Dodos	15-Sep-09	63.0	http://dbpedia.org/resource/Time_to_Die	bad
858.0	Tropical Storm	Beenie Man	20-Aug-02	63.0	http://dbpedia.org/resource/Tropical_Storm_(album)	bad
859.0	Under The Iron Sea	Keane	20-Jun-06	63.0	http://dbpedia.org/resource/Under_the_Iron_Sea	bad
860.0	Vehicles & Animals	Athlete	18-May-04	63.0	http://dbpedia.org/resource/Vehicles_&_Animals	bad
861.0	Waiting For The Sirens' Call	New Order	26-Apr-05	63.0	http://dbpedia.org/resource/Waiting_for_the_Sirens'_Call	bad
862.0	3 Words	Cheryl Cole	26-Oct-09	62.0	http://dbpedia.org/resource/3_Words	bad
863.0	Abnormally Attracted To Sin	Tori Amos	19-May-09	62.0	http://dbpedia.org/resource/Abnormally_Attracted_to_Sin	bad
864.0	All The Plans	Starsailor	9-Mar-09	62.0	http://dbpedia.org/resource/All_the_Plans	bad
865.0	Alphabutt	Kimya Dawson	9-Sep-08	62.0	http://dbpedia.org/resource/Alphabutt	bad
866.0	Apocalyptic Love	Slash	22-May-12	62.0	http://dbpedia.org/resource/Apocalyptic_Love	bad
867.0	Audioslave	Audioslave	19-Nov-02	62.0	http://dbpedia.org/resource/Audioslave_(DVD)	bad
868.0	Battle For The Sun	Placebo	9-Jun-09	62.0	http://dbpedia.org/resource/Battle_for_the_Sun	bad
869.0	Beaus$eros	Busdriver	21-Feb-12	62.0	http://dbpedia.org/resource/Beaus$Eros	bad
870.0	Before I Self Destruct	50 Cent	16-Nov-09	62.0	http://dbpedia.org/resource/Before_I_Self_Destruct	bad
871.0	Beg For Mercy	G-Unit	14-Nov-03	62.0	http://dbpedia.org/resource/Beg_for_Mercy	bad
872.0	Bittersweet World	Ashlee Simpson	22-Apr-08	62.0	http://dbpedia.org/resource/Bittersweet_World	bad
873.0	Body Language	Kylie Minogue	10-Feb-04	62.0	http://dbpedia.org/resource/Body_Language_Live	bad
874.0	Built From Scratch	The X-Ecutioners	29-Jan-02	62.0	http://dbpedia.org/resource/Built_from_Scratch	bad
875.0	Christmas In The Heart	Bob Dylan	13-Oct-09	62.0	http://dbpedia.org/resource/Christmas_in_the_Heart	bad
876.0	Complete Me	Frankmusik	3-Aug-09	62.0	http://dbpedia.org/resource/Complete_Me	bad
877.0	Crazy Clown Time	David Lynch	8-Nov-11	62.0	http://dbpedia.org/resource/Crazy_Clown_Time	bad
878.0	Cryptomnesia	El Grupo Nuevo de Omar Rodriguez Lopez	5-May-09	62.0	http://dbpedia.org/resource/Cryptomnesia_(album)	bad
879.0	Dark End Of The Street [EP]	Cat Power	9-Dec-08	62.0	http://dbpedia.org/resource/Dark_End_of_the_Street_(album)	bad
880.0	Devil's Music	Teddybears	5-Jul-11	62.0	http://dbpedia.org/resource/Devil's_Music	bad
881.0	Do Rabbits Wonder	Whirlwind Heat	15-Apr-03	62.0	http://dbpedia.org/resource/Do_Rabbits_Wonder%3F	bad
882.0	Do You Know Squarepusher	Squarepusher	1-Oct-02	62.0	http://dbpedia.org/resource/Do_You_Know_Squarepusher	bad
883.0	Emotional Traffic	Tim McGraw	24-Jan-12	62.0	http://dbpedia.org/resource/Emotional_Traffic	bad
884.0	Ersatz G.B.	The Fall	22-Nov-11	62.0	http://dbpedia.org/resource/Ersatz_GB	bad
885.0	Fear Yourself	Daniel Johnston	25-Mar-03	62.0	http://dbpedia.org/resource/Fear_Yourself	bad
886.0	Feel That Fire	Dierks Bentley	3-Feb-09	62.0	http://dbpedia.org/resource/Feel_That_Fire	bad
887.0	Foundling	David Gray	17-Aug-10	62.0	http://dbpedia.org/resource/Foundling_(album)	bad
888.0	Fragments of Freedom	Morcheeba	1-Aug-00	62.0	http://dbpedia.org/resource/Fragments_of_Freedom	bad
889.0	Free Somehow	Widespread Panic	12-Feb-08	62.0	http://dbpedia.org/resource/Free_Somehow	bad
890.0	Freedom of Speech	Speech Debelle	21-Feb-12	62.0	http://dbpedia.org/resource/Freedom_of_Speech_(Speech_Debelle_album)	bad
891.0	Game Tested Streets Approved	Black Rob	26-Jul-11	62.0	http://dbpedia.org/resource/Game_Tested,_Streets_Approved	bad
892.0	GhostDeini The Great	Ghostface Killah	16-Dec-08	62.0	http://dbpedia.org/resource/GhostDeini_the_Great	bad
893.0	Goddess In The Doorway	Mick Jagger	20-Nov-01	62.0	http://dbpedia.org/resource/Goddess_in_the_Doorway	bad
894.0	Happiness Ltd.	Hot Hot Heat	11-Sep-07	62.0	http://dbpedia.org/resource/Happiness_Ltd.	bad
895.0	I Am...Sasha Fierce	Beyonce	18-Nov-08	62.0	http://dbpedia.org/resource/I_Am..._Sasha_Fierce	bad
896.0	I Am the West	Ice Cube	28-Sep-10	62.0	http://dbpedia.org/resource/I_Am_the_West	bad
897.0	If Songs Could Be Held	Rosie Thomas	13-Sep-05	62.0	http://dbpedia.org/resource/If_Songs_Could_Be_Held	bad
898.0	In Your Dreams	Stevie Nicks	3-May-11	62.0	http://dbpedia.org/resource/In_Your_Dreams_(album)	bad
899.0	JackInABox	Turin Brakes	7-Jun-05	62.0	http://dbpedia.org/resource/Jackinabox	bad
900.0	Karmacode	Lacuna Coil	4-Apr-06	62.0	http://dbpedia.org/resource/Karmacode	bad
901.0	Kids in the Street	The All-American Rejects	26-Mar-12	62.0	http://dbpedia.org/resource/Kids_in_the_Street	bad
902.0	Killer Sounds	Hard-Fi	22-Aug-11	62.0	http://dbpedia.org/resource/Killer_Sounds	bad
903.0	Killing Puritans	Armand Van Helden	6-Jun-00	62.0	http://dbpedia.org/resource/Killing_Puritans	bad
904.0	Kisses on the Bottom	Paul McCartney	7-Feb-12	62.0	http://dbpedia.org/resource/Kisses_on_the_Bottom	bad
905.0	Let's Bottle Bohemia	The Thrills	14-Sep-04	62.0	http://dbpedia.org/resource/Let's_Bottle_Bohemia	bad
906.0	Live at the Aragon	Mastodon	15-Mar-11	62.0	http://dbpedia.org/resource/Live_at_the_Aragon	bad
907.0	Live From Rome	Sole	1-Mar-05	62.0	http://dbpedia.org/resource/Live_from_Rome	bad
908.0	MGMT	MGMT	17-Sep-13	62.0	http://dbpedia.org/resource/MGMT_(album)	bad
909.0	Meteora	Linkin Park	25-Mar-03	62.0	http://dbpedia.org/resource/Meteora_(album)	bad
910.0	Morning View	Incubus	23-Oct-01	62.0	http://dbpedia.org/resource/Morning_View_Sessions	bad
911.0	Mr. Impossible	Black Dice	10-Apr-12	62.0	http://dbpedia.org/resource/Mr._Impossible_(album)	bad
912.0	Neighborhood Watch	Dilated Peoples	6-Apr-04	62.0	http://dbpedia.org/resource/Neighborhood_Watch_(album)	bad
913.0	Oh Land	Oh Land	15-Mar-11	62.0	http://dbpedia.org/resource/Oh_Land_(album)	bad
914.0	Oohs & Aahs	Say Hi	3-Mar-09	62.0	http://dbpedia.org/resource/Oohs_&_Aahs	bad
915.0	Panic Movement	The Hiss	23-Mar-04	62.0	http://dbpedia.org/resource/Panic_Movement_(album)	bad
916.0	Paper Walls	Yellowcard	17-Jul-07	62.0	http://dbpedia.org/resource/Paper_Walls	bad
917.0	Paralytic Stalks	Of Montreal	7-Feb-12	62.0	http://dbpedia.org/resource/Paralytic_Stalks	bad
918.0	Pieces In A Modern Style	William Orbit	22-Feb-00	62.0	http://dbpedia.org/resource/Pieces_in_a_Modern_Style	bad
919.0	Pray IV Reign	Jim Jones	24-Mar-09	62.0	http://dbpedia.org/resource/Pray_IV_Reign	bad
920.0	R.O.O.T.S	Flo Rida	31-Mar-09	62.0	http://dbpedia.org/resource/R.O.O.T.S.	bad
921.0	Radio Retaliation	Thievery Corporation	23-Sep-08	62.0	http://dbpedia.org/resource/Radio_Retaliation	bad
922.0	Red River Blue	Blake Shelton	12-Jul-11	62.0	http://dbpedia.org/resource/Red_River_Blue	bad
923.0	Ripe	Ben Lee	18-Sep-07	62.0	http://dbpedia.org/resource/Ripe_(album)	bad
924.0	Rock N Roll Jesus	Kid Rock	9-Oct-07	62.0	http://dbpedia.org/resource/Rock_n_Roll_Jesus	bad
925.0	Sexor	Tiga	6-Feb-06	62.0	http://dbpedia.org/resource/Sexor	bad
926.0	Sing Along To Songs You Don't Know	Mum	22-Sep-09	62.0	http://dbpedia.org/resource/Sing_Along_to_Songs_You_Don't_Know	bad
927.0	Slicker Than Your Average	Craig David	19-Nov-02	62.0	http://dbpedia.org/resource/Slicker_Than_Your_Average	bad
928.0	Strength In Numbers	Calla	20-Feb-07	62.0	http://dbpedia.org/resource/Strength_in_Numbers_(Calla_album)	bad
929.0	Stupid Love	Mindy Smith	11-Aug-09	62.0	http://dbpedia.org/resource/Stupid_Love	bad
930.0	Suit	Nelly	14-Sep-04	62.0	http://dbpedia.org/resource/Suit_(album)	bad
931.0	Sweet And Wild	Jewel	8-Jun-10	62.0	http://dbpedia.org/resource/Sweet_and_Wild	bad
932.0	Symphonicities	Sting	13-Jul-10	62.0	http://dbpedia.org/resource/Symphonicities	bad
